serialnumber,listyear,daterecorded,town,address,assessedvalue,saleamount,salesratio,propertytype,residentialtype,geo_coordinates,:@computed_region_dam5_q64j,:@computed_region_nhmp_cq6b,:@computed_region_m4y2_whse,:@computed_region_snd5_k6zv,nonusecode,remarks,opm_remarks
15286,2015,2016-06-29T00:00:00.000,Newtown,71 CHARTER RIDGE ROAD,417000,550000,0.758181818,Single Family,Single Family,,,,,,,,
15419,2015,2016-09-02T00:00:00.000,Newtown,3 TILSON LANE,435510,570000,0.764052632,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.27516, 41.41809]}",1040,152,97,9,,,
150057,2015,2016-01-04T00:00:00.000,North Branford,229 BRANFORD RD #225,90900,141700,0.641496119,Condo,Condo,,,,,,,,
150017,2015,2016-02-01T00:00:00.000,North Canaan,18 BIRCH LN,110170,135000,0.816074074,Two Family,Two Family,,,,,,,,
15120,2015,2016-01-05T00:00:00.000,North Haven,32 EDGEWATER ROAD,148120,204900,0.722889214,Single Family,Single Family,,,,,,,,
15252,2015,2016-05-16T00:00:00.000,North Haven,84 WASHINGTON AVE,370440,465000,0.796645161,,,,,,,,,,
15376,2015,2016-09-23T00:00:00.000,North Haven,560 UNIVERSAL DR NO,984760,3125000,0.3151232,,,,,,,,,,
150117,2015,2015-11-06T00:00:00.000,Norwalk,5  VISCONTI ST,216420,348800,0.620470183,Single Family,Single Family,,,,,,,,
151755,2015,2015-11-13T00:00:00.000,Norwalk,40 WALTER AVE,236670,295000,0.802271186,Single Family,Single Family,,,,,,,,
151628,2015,2015-12-03T00:00:00.000,Norwalk,142 NEW CANAAN AVE,194730,285000,0.683263158,Two Family,Two Family,,,,,,,,
150720,2015,2016-01-11T00:00:00.000,Norwalk,45 RIVERSIDE AVE,211260,310000,0.681483871,Single Family,Single Family,,,,,,,,
150839,2015,2016-02-29T00:00:00.000,Norwalk,21 BUCKINGHAM PL,350420,553000,0.633670886,Single Family,Single Family,,,,,,,,
150965,2015,2016-04-06T00:00:00.000,Norwalk,14 FREEDMAN DR,190770,250000,0.76308,Single Family,Single Family,,,,,,,,
151094,2015,2016-05-09T00:00:00.000,Norwalk,4 THORP LN,382300,492500,0.776243655,Single Family,Single Family,,,,,,,,
150580,2015,2016-06-07T00:00:00.000,Norwalk,148 EAST AVE UNIT 3H,290015,400000,0.7250375,,,,,,,,,COMM. CONDO,
151193,2015,2016-07-06T00:00:00.000,Norwalk,5 HILLCREST PL,467700,745000,0.627785235,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.43386, 41.15707]}",1040,204,103,9,,,
151328,2015,2016-08-03T00:00:00.000,Norwalk,9 LAKEWOOD DR,264420,437500,0.604388571,Single Family,Single Family,,,,,,,,
150055,2015,2015-10-28T00:00:00.000,Norwich,50 FANNING AVE,73200,135000,0.542222222,Single Family,Single Family,,,,,,,,
150284,2015,2016-03-21T00:00:00.000,Norwich,3 YORKSHIRE ST,96600,121000,0.798347107,Single Family,Single Family,,,,,,,,
150574,2015,2016-06-21T00:00:00.000,Norwich,26 OLD OAK RD,257900,325000,0.793538462,Single Family,Single Family,,,,,,,,
150756,2015,2016-09-26T00:00:00.000,Norwich,55 LAUREN LN,120300,169000,0.71183432,Single Family,Single Family,,,,,,,,
150129,2015,2016-06-17T00:00:00.000,Old Lyme,19 KATHERINE RD,168600,250000,0.6744,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.32849, 41.30016]}",1045,136,105,3,,,
150090,2015,2016-01-15T00:00:00.000,Old Saybrook,23 MEADOWOOD LA,167700,365000,0.459452055,Single Family,Single Family,,,,,,,,
150229,2015,2016-09-07T00:00:00.000,Old Saybrook,2 COVE LANDING,327000,500000,0.654,Single Family,Single Family,,,,,,,,
15110,2015,2016-05-27T00:00:00.000,Orange,359 DOGWOOD RD,154200,151000,1.021192053,Single Family,Single Family,,,,,,,,
15038,2015,2015-11-18T00:00:00.000,Plainfield,6 ASHLEY ST,76400,125000,0.6112,Single Family,Single Family,,,,,,,,
15227,2015,2016-07-22T00:00:00.000,Plainfield,16 GALLUP ST,104460,135000,0.773777778,Single Family,Single Family,,,,,,,,
150099,2015,2015-12-29T00:00:00.000,Plainville,92 PINNACLE RD,176050,255000,0.690392157,Single Family,Single Family,,,,,,,,
150261,2015,2016-07-11T00:00:00.000,Plainville,5 SOUTH AVE,135100,205000,0.65902439,Two Family,Two Family,,,,,,,,
150130,2015,2016-06-20T00:00:00.000,Plymouth,4 SHERMAN LN,119590,210000,0.56947619,Single Family,Single Family,,,,,,,,
15101,2015,2016-04-25T00:00:00.000,Portland,22 COE AVE EXT,95970,140000,0.6855,Single Family,Single Family,,,,,,,191500,
150060,2015,2016-05-17T00:00:00.000,Preston,75 BROWN SCHOOL RD,53300,61000,0.873770492,,,,,,,,,75 BROWN SCHOOL RD,
150119,2015,2016-05-27T00:00:00.000,Putnam,48 EDMOND ST,99000,121500,0.814814815,Single Family,Single Family,,,,,,,,
150079,2015,2016-04-25T00:00:00.000,Redding,56 PORTLAND AVENUE UNIT 12,143000,260000,0.55,Condo,Condo,,,,,,,,
15066,2015,2015-11-17T00:00:00.000,Ridgefield,113 BAYBERRY HILL RD,264820,381000,0.695065617,Single Family,Single Family,,,,,,,,
15241,2015,2016-05-09T00:00:00.000,Ridgefield,125 ARMAND RD,638450,1049000,0.608627264,Single Family,Single Family,,,,,,,,
15361,2015,2016-07-28T00:00:00.000,Ridgefield,37 GRIFFITH LA,695730,885000,0.786135593,Single Family,Single Family,,,,,,,,
150015,2015,2015-10-16T00:00:00.000,Rocky Hill,124 BAYBERRY LANE,166600,265000,0.628679245,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.66202, 41.66467]}",1041,189,119,1,,,
150160,2015,2016-04-05T00:00:00.000,Rocky Hill,42 ASHWELL AVENUE,189910,325000,0.584338462,Single Family,Single Family,,,,,,,,
150298,2015,2016-08-01T00:00:00.000,Rocky Hill,106B BROOKWOOD DRIVE,85610,112000,0.764375,Condo,Condo,,,,,,,,
150166,2015,2016-04-27T00:00:00.000,Salem,136 MUSIC VALE RD,135400,268000,0.505223881,Single Family,Single Family,,,,,,,,
151229,2015,2015-10-13T00:00:00.000,Shelton,6 FERN DRIVE,232260,394900,0.588148898,Single Family,Single Family,,,,,,,,
151371,2015,2015-12-28T00:00:00.000,Shelton,63 COUNTRY WALK,172480,235000,0.733957447,Condo,Condo,"{'type': 'Point', 'coordinates': [-73.1155, 41.29592]}",1040,217,126,4,,COUNTRY WALK CONDO,
151524,2015,2016-04-25T00:00:00.000,Shelton,22 TOTEM TRAIL,181440,279000,0.650322581,Single Family,Single Family,,,,,,,,
151672,2015,2016-06-27T00:00:00.000,Shelton,139 RIPTON RD,264740,315000,0.840444444,Single Family,Single Family,,,,,,,,
151806,2015,2016-08-16T00:00:00.000,Shelton,20 PLUM TREE LN,429170,625000,0.686672,Single Family,Single Family,,,,,,,,
150003,2015,2015-10-05T00:00:00.000,Simsbury,60 WEST POINT TERRACE,137580,240000,0.57325,Single Family,Single Family,,,,,,,,
150134,2015,2016-02-19T00:00:00.000,Simsbury,24 WESCOTT ROAD,146450,233900,0.626122274,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.78685, 41.91025]}",1041,18,128,1,,,
150259,2015,2016-05-26T00:00:00.000,Simsbury,17 LINCOLN LANE,292470,372500,0.785154362,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.83469, 41.82485]}",1041,4,128,1,,,
150370,2015,2016-07-29T00:00:00.000,Simsbury,9 WHYNWOOD ROAD,272800,535000,0.509906542,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.8515, 41.8268]}",1041,18,128,1,,,
150020,2015,2015-11-17T00:00:00.000,Somers,25 STONE CROSSING,84300,125000,0.6744,,,"{'type': 'Point', 'coordinates': [-72.43905, 42.03333]}",38,143,129,1,,,
150144,2015,2016-08-31T00:00:00.000,Somers,41 FOUR BRIDGES RD,209700,289000,0.725605536,Single Family,Single Family,,,,,,,,
150142,2015,2016-01-06T00:00:00.000,Southbury,236 B HERITAGE VILLAGE,49560,83000,0.597108434,Condo,Condo,,,,,,,,
150273,2015,2016-04-29T00:00:00.000,Southbury,614 A HERITAGE VILLAGE,75900,110000,0.69,Condo,Condo,"{'type': 'Point', 'coordinates': [-73.22525, 41.49005]}",1044,99,130,4,,,
150397,2015,2016-07-05T00:00:00.000,Southbury,95 OLD WATERBURY RD,258470,420000,0.615404762,Single Family,Single Family,,,,,,,,
150520,2015,2016-09-09T00:00:00.000,Southbury,197 HULLS HILL RD,189160,255000,0.741803922,Single Family,Single Family,,,,,,,,
150096,2015,2015-12-29T00:00:00.000,South Windsor,4R ST MARC CIRCLE,97300,148000,0.657432432,Condo,Condo,,,,,,,,
150251,2015,2016-05-04T00:00:00.000,South Windsor,36 CANDLEWOOD DR,61900,89000,0.695505618,Condo,Condo,,,,,,,,
150370,2015,2016-07-19T00:00:00.000,South Windsor,312 DEMING ST,243100,339000,0.717109145,Single Family,Single Family,,,,,,,,
150495,2015,2016-09-28T00:00:00.000,South Windsor,1506 SUMMER HILL DR,136700,180000,0.759444444,Condo,Condo,,,,,,,,
1500080,2015,2015-10-16T00:00:00.000,Stamford,77 HAVEMEYER LANE # 211,466770,780000,0.598423077,Condo,Condo,,,,,,,,
1500218,2015,2015-11-09T00:00:00.000,Stamford,53 OGDEN ROAD,272250,448000,0.607700893,Single Family,Single Family,,,,,,,,
1500346,2015,2015-12-14T00:00:00.000,Stamford,60 WILSON STREET,256810,228000,1.126359649,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.55332, 41.04601]}",1040,7,135,9,,,
1500475,2015,2016-01-07T00:00:00.000,Stamford,1484 HIGH RIDGE ROAD,1166790,1070695,1.089750116,,,,,,,,,,
1500608,2015,2016-02-05T00:00:00.000,Stamford,108 SEASIDE AVENUE # 8,296140,589000,0.50278438,Condo,Condo,,,,,,,,
1500728,2015,2016-03-10T00:00:00.000,Stamford,42 ALMA ROCK ROAD,384230,485000,0.792226804,Single Family,Single Family,,,,,,,,
1500878,2015,2016-04-08T00:00:00.000,Stamford,77 PALMER AVENUE,219250,412500,0.531515152,Single Family,Single Family,,,,,,,,
1501004,2015,2016-05-02T00:00:00.000,Stamford,9 MAPLE TREE AVENUE UNIT F3,158350,279000,0.567562724,Condo,Condo,,,,,,,,
1501119,2015,2016-05-25T00:00:00.000,Stamford,14 SETTLERS TRAIL,497770,818000,0.608520782,Single Family,Single Family,,,,,,,,
1501232,2015,2016-06-16T00:00:00.000,Stamford,37 ISLAND HEIGHTS CIRCLE,338410,490000,0.690632653,Single Family,Single Family,,,,,,,,
1501354,2015,2016-07-05T00:00:00.000,Stamford,27 WILDER ROAD SOUTH,283870,390000,0.727871795,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.55533, 41.09536]}",1040,84,135,9,,,
1501482,2015,2016-07-22T00:00:00.000,Stamford,12 MANOR STREET,217450,258500,0.841199226,Two Family,Two Family,,,,,,,,
1501615,2015,2016-08-12T00:00:00.000,Stamford,75 NOBLE STREET UNIT A,218140,340000,0.641588235,Condo,Condo,,,,,,,,
1501732,2015,2016-08-31T00:00:00.000,Stamford,31 SWEET BRIAR COURT,485580,812500,0.597636923,Single Family,Single Family,,,,,,,,
1501872,2015,2016-09-28T00:00:00.000,Stamford,18 ELM TREE PLACE,386120,830000,0.465204819,Three Family,Three Family,,,,,,,,
150041,2015,2015-11-10T00:00:00.000,Stonington,29 RIVERBEND DR,294600,420000,0.701428571,Single Family,Single Family,,,,,,,,
150168,2015,2016-04-12T00:00:00.000,Stonington,42 MAYFLOWER AVE,139500,199000,0.701005025,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.84386, 41.37145]}",1045,65,137,8,,,
150305,2015,2016-08-01T00:00:00.000,Stonington,544 GREENHAVEN RD,127800,233000,0.548497854,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-71.84195, 41.33922]}",1045,65,137,8,,,
150096,2015,2015-11-04T00:00:00.000,Stratford,1220 HILLSIDE AVE,170100,278000,0.611870504,Two Family,Two Family,,,,,,,,
150317,2015,2016-01-22T00:00:00.000,Stratford,25 EUERLE ST,186340,280000,0.6655,Single Family,Single Family,,,,,,,,
150547,2015,2016-04-27T00:00:00.000,Stratford,946 EAST MAIN ST,170940,276000,0.619347826,Single Family,Single Family,,,,,,,,
150712,2015,2016-06-17T00:00:00.000,Stratford,112 ULRICH RD,167860,296000,0.567094595,Single Family,Single Family,,,,,,,,
150890,2015,2016-08-02T00:00:00.000,Stratford,35 SOUTHFIELD PL,196840,290000,0.678758621,Single Family,Single Family,,,,,,,,
151072,2015,2016-09-27T00:00:00.000,Stratford,510 BUNNYVIEW DR,240170,312000,0.769775641,Single Family,Single Family,,,,,,,,
1500742,2015,2016-05-27T00:00:00.000,Suffield,100 SPRING LN,77700,111000,0.7,Condo,Condo,,,,,,,,
150074,2015,2016-06-15T00:00:00.000,Thomaston,275 WATERTOWN RD,149450,160000,0.9340625,Single Family,Single Family,,,,,,,,
150127,2015,2016-05-31T00:00:00.000,Thompson,31 TERRACE DR,145200,167000,0.869461078,Single Family,Single Family,,,,,,,,
150069,2015,2016-02-08T00:00:00.000,Tolland,43 LAKEVIEW HEIGHTS,206300,291000,0.708934708,Single Family,Single Family,,,,,,,,
150194,2015,2016-08-29T00:00:00.000,Tolland,591 SUGAR HILL ROAD,187100,238000,0.786134454,Single Family,Single Family,,,,,,,,
150188,2015,2016-01-19T00:00:00.000,Torrington,100 DOROTHY DR,103820,145000,0.716,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.07837, 41.81172]}",1042,122,143,6,,,
150422,2015,2016-05-31T00:00:00.000,Torrington,25 LIPTON PL,61470,90000,0.683,Two Family,Two Family,,,,,,,,
150620,2015,2016-08-23T00:00:00.000,Torrington,62 SILVER BROOK LN,184780,239900,0.770237599,Single Family,Single Family,,,,,,,,
150074,2015,2015-11-24T00:00:00.000,Vernon,60-120 OLD TOWN RD,104170,158000,0.659303797,Condo,Condo,,,,,,,,
150246,2015,2016-05-02T00:00:00.000,Vernon,30 MONTAUK DR,127810,162000,0.788950617,Single Family,Single Family,,,,,,,,
150383,2015,2016-07-25T00:00:00.000,Vernon,48 CREST DR,142840,207500,0.688385542,Single Family,Single Family,,,,,,,,
150047,2015,2015-10-19T00:00:00.000,Wallingford,17 GRIEB CT,193700,290000,0.667931034,Single Family,Single Family,,,,,,,,
150311,2015,2016-01-26T00:00:00.000,Wallingford,29 RIDGETOP RD,128700,210000,0.612857143,Single Family,Single Family,,,,,,,,
150390,2015,2016-05-11T00:00:00.000,Wallingford,33 SPRING ST,143000,184400,0.775488069,Two Family,Two Family,"{'type': 'Point', 'coordinates': [-72.82421, 41.4542]}",1044,195,148,7,,,
150531,2015,2016-06-30T00:00:00.000,Wallingford,10 TWIN OAK FARM RD,288000,395000,0.729113924,Single Family,Single Family,,,,,,,,
150652,2015,2016-08-09T00:00:00.000,Wallingford,15 MARIOT CIR,170300,265000,0.642641509,Single Family,Single Family,,,,,,,,
150024,2015,2016-05-02T00:00:00.000,Warren,45 CORNWALL RD,234920,268000,0.876567164,Single Family,Single Family,,,,,,,,
150108,2015,2015-10-28T00:00:00.000,Waterbury,1200 WOLCOTT ST,830660,850000,0.977247059,,,,,,,,,,
150375,2015,2015-12-29T00:00:00.000,Waterbury,43 SOUTHVIEW ST,65660,60000,1.094333333,Three Family,Three Family,,,,,,,,
150658,2015,2016-03-11T00:00:00.000,Waterbury,1004 HIGHLAND AVE,73450,115000,0.638695652,Single Family,Single Family,,,,,,,,
150911,2015,2016-05-16T00:00:00.000,Waterbury,75 LINCOLNDALE DR,99070,145000,0.683241379,Single Family,Single Family,,,,,,,,
151125,2015,2016-07-01T00:00:00.000,Waterbury,125 WOODSIDE AVE,139260,215000,0.64772093,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.0616, 41.56311]}",1044,55,151,4,,,
151348,2015,2016-08-19T00:00:00.000,Waterbury,108 BENEFIT ST,62550,80000,0.781875,Single Family,Single Family,,,,,,,,
150008,2015,2015-10-06T00:00:00.000,Waterford,106 ROPE FERRY RD,268920,321500,0.836454121,Single Family,Single Family,,,,,,,,
150169,2015,2016-03-10T00:00:00.000,Waterford,207 WATERFORD PKWY NORTH,952800,1300000,0.732923077,,,,,,,,,hotel,
150329,2015,2016-07-18T00:00:00.000,Waterford,8 EDGEWOOD AVE,107440,215000,0.49972093,Single Family,Single Family,,,,,,,,
15051,2015,2015-11-24T00:00:00.000,Watertown,177 CHARTER OAK DR,172200,265000,0.649811321,Single Family,Single Family,,,,,,,,
15182,2015,2016-05-24T00:00:00.000,Watertown,24 FERN HILL RD,278100,399000,0.696992481,,,,,,,,,,
15316,2015,2016-09-13T00:00:00.000,Watertown,66 CARUSO DR,238800,315000,0.758095238,Single Family,Single Family,,,,,,,,
150133,2015,2016-08-01T00:00:00.000,Westbrook,55 LINDEN AVE N,40880,72000,0.567777778,Single Family,Single Family,,,,,,,MOBILE HOME,
150089,2015,2015-11-03T00:00:00.000,West Hartford,390 FERN STREET,197470,330000,0.598393939,Single Family,Single Family,,,,,,,,
150230,2015,2015-12-30T00:00:00.000,West Hartford,193 WESTLAND AVENUE,295190,480000,0.614979167,Single Family,Single Family,,,,,,,,
150351,2015,2016-03-03T00:00:00.000,West Hartford,30 HARWICH LANE,229180,380000,0.603105263,Single Family,Single Family,,,,,,,,
150487,2015,2016-04-25T00:00:00.000,West Hartford,200 NEWINGTON ROAD,123970,159800,0.775782228,Single Family,Single Family,,,,,,,,
150596,2015,2016-05-31T00:00:00.000,West Hartford,34 SCHOOLHOUSE DR UNIT 306,182630,292500,0.624376068,Condo,Condo,,,,,,,,
150712,2015,2016-06-27T00:00:00.000,West Hartford,12 DORSET ROAD,204470,303000,0.674818482,Single Family,Single Family,,,,,,,,
150822,2015,2016-07-18T00:00:00.000,West Hartford,109 FLORENCE STREET,149380,220000,0.679,Single Family,Single Family,,,,,,,,
150943,2015,2016-08-09T00:00:00.000,West Hartford,86 ST JAMES STREET,150500,210000,0.716666667,Single Family,Single Family,,,,,,,,
151072,2015,2016-09-26T00:00:00.000,West Hartford,4 RACE BROOK ROAD,174720,284500,0.614130053,Single Family,Single Family,,,,,,,,
150111,2015,2016-06-27T00:00:00.000,Weston,26 HIGH ACRE ROAD,387000,420000,0.921428571,Single Family,Single Family,,,,,,,ESTATE,
150048,2015,2015-11-24T00:00:00.000,Wethersfield,SUNRISE TER (108-059),76000,110000,0.690909091,,,,,,,,,,
150221,2015,2016-05-02T00:00:00.000,Wethersfield,76 CRYSTAL ST,165700,214900,0.771056305,Single Family,Single Family,,,,,,,,
150343,2015,2016-07-27T00:00:00.000,Wethersfield,39 STILLWOLD DR,154100,241000,0.639419087,Single Family,Single Family,,,,,,,,
150022,2015,2016-02-26T00:00:00.000,Willington,42 TIMBER LANE,186730,256000,0.729414063,Single Family,Single Family,,,,,,,,
15088,2015,2016-03-24T00:00:00.000,Wilton,82 PHEASANT RUN,688450,1040000,0.661971154,Single Family,Single Family,,,,,,,,
15200,2015,2016-07-11T00:00:00.000,Wilton,1 GREAT ROCKS RD,498400,630000,0.791111111,Single Family,Single Family,,,,,,,,
150046,2015,2016-01-19T00:00:00.000,Winchester,66 PALMER AVE,86100,136800,0.629385965,Single Family,Single Family,,,,,,,,
150218,2015,2016-09-27T00:00:00.000,Winchester,STOWE RD,2170,3000,0.723333333,,,,,,,,,,
150174,2015,2016-05-12T00:00:00.000,Windham,35 PATRIOT RD,119480,185000,0.645837838,Single Family,Single Family,,,,,,,,
150027,2015,2015-10-15T00:00:00.000,Windsor,93 TOBEY AVE,115850,159000,0.728616352,Single Family,Single Family,,,,,,,,
150190,2015,2016-02-29T00:00:00.000,Windsor,58 BRIARWOOD DR,103670,169000,0.613431953,Single Family,Single Family,,,,,,,,
150371,2015,2016-06-29T00:00:00.000,Windsor,40 HIGH PATH RD,37800,69500,0.543884892,Condo,Condo,,,,,,,,
150001,2015,2015-10-01T00:00:00.000,Windsor Locks,54 SPRING ST,111300,145000,0.767586207,Single Family,Single Family,,,,,,,,
150167,2015,2016-06-17T00:00:00.000,Windsor Locks,26 SCHOOL ST,105200,175000,0.601142857,Single Family,Single Family,,,,,,,SALES RATIO,
150203,2015,2016-07-28T00:00:00.000,Wolcott,21 JENNY LN,147756,211000,0.700265403,Single Family,Single Family,,,,,,,nothing available to indicate other than arms' length transaction,
150122,2015,2016-08-03T00:00:00.000,Woodbridge,140 PECK HILL RD,294280,382500,0.769359477,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-73.03695, 41.37312]}",1044,61,167,7,,,
150175,2015,2016-08-05T00:00:00.000,Woodbury,30 CAM AVE,149810,144000,1.040347222,Single Family,Single Family,,,,,,,,
150131,2015,2016-06-27T00:00:00.000,Woodstock,1551 RT 171,95200,128750,0.739417476,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.06304, 41.94608]}",39,72,169,5,,,
14156,2014,2014-11-25T00:00:00.000,Ansonia,7 CHESTER STREET,143700,220000,0.653181818,Single Family,Single Family,,,,,,,,
14374,2014,2015-09-24T00:00:00.000,Ansonia,60 WOODLAWN AVENUE,111200,140000,0.794285714,Single Family,Single Family,,,,,,,,
140083,2014,2014-12-15T00:00:00.000,Avon,69 NORTHGATE,512080,675600,0.757963292,Single Family,Single Family,,,,,,,,
140207,2014,2015-05-01T00:00:00.000,Avon,104 MEADOW RIDGE,478760,605000,0.791338843,Single Family,Single Family,,,,,,,,
140323,2014,2015-07-22T00:00:00.000,Avon,8 WALNUT LANE,112760,173000,0.651791908,Condo,Condo,"{'type': 'Point', 'coordinates': [-72.87781, 41.77084]}",1041,46,4,1,,,
14013,2014,2014-12-01T00:00:00.000,Barkhamsted,6 LAUREL LANE,140510,194000,0.724278351,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.90067, 41.94322]}",1042,48,5,6,,1972 CAPE ON 1AC,
140016,2014,2014-10-14T00:00:00.000,Berlin,37 SIMMS RD,157400,275000,0.572363636,Single Family,Single Family,,,,,,,,
140172,2014,2015-06-04T00:00:00.000,Berlin,17 GRAPEVINE LANE,192900,270000,0.714444444,Single Family,Single Family,,,,,,,qualified sale,
14028,2014,2015-03-20T00:00:00.000,Bethany,96 BEAR HILL RD,140070,175000,0.8004,Single Family,Single Family,,,,,,,,
140128,2014,2015-03-02T00:00:00.000,Bethel,202 COPPER SQUARE DRIVE,235620,303045,0.777508291,Condo,Condo,,,,,,,,
140325,2014,2015-09-02T00:00:00.000,Bethel,36 BEACON HILL TERRACE,304640,392000,0.777142857,Condo,Condo,,,,,,,,
140003,2014,2014-10-23T00:00:00.000,Bozrah,91 FITCHVILLE RD,108790,123000,0.884471545,Single Family,Single Family,"{'type': 'Point', 'coordinates': [-72.13775, 41.56291]}",1045,141,13,8,,,
140212,2014,2014-11-10T00:00:00.000,Bridgeport,255 TEXAS AVENUE #178,78600,50000,1.572,Condo,Condo,,,,,,,,
140455,2014,2014-12-31T00:00:00.000,Bridgeport,1434-1440 NORTH AVENUE,197900,175000,1.130857143,,,,,,,,,,
140785,2014,2015-03-31T00:00:00.000,Bridgeport,55 VOIGHT AVENUE,144600,185000,0.781621622,Single Family,Single Family,,,,,,,,
141073,2014,2015-06-01T00:00:00.000,Bridgeport,3059 OLD TOWN ROAD  FRONT & RE,151330,175000,0.864742857,Single Family,Single Family,,,,,,,,
141309,2014,2015-07-16T00:00:00.000,Bridgeport,146 GROVERS AVENUE,440640,580500,0.759069767,Single Family,Single Family,,,,,,,,
141599,2014,2015-09-02T00:00:00.000,Bridgeport,685 GILMAN STREET,315860,390000,0.809897436,Single Family,Single Family,,,,,,,,
